"Retention time","Name","Intensity","cell_type"
2.0022,"BPC",0.017508072,"Epidermis"
2.006566667,"BPC",0.017867991,"Epidermis"
2.01135,"BPC",0.01922043,"Epidermis"
2.015733333,"BPC",0.017293597,"Epidermis"
2.0201,"BPC",0.017100394,"Epidermis"
2.024483333,"BPC",0.017356641,"Epidermis"
2.028866667,"BPC",0.017610013,"Epidermis"
2.03325,"BPC",0.018186181,"Epidermis"
2.037616667,"BPC",0.018244607,"Epidermis"
2.042,"BPC",0.017836959,"Epidermis"
2.046383333,"BPC",0.018132579,"Epidermis"
2.050766667,"BPC",0.017642931,"Epidermis"
2.055133333,"BPC",0.017571478,"Epidermis"
2.059516667,"BPC",0.018687004,"Epidermis"
2.0639,"BPC",0.01819864,"Epidermis"
2.068283333,"BPC",0.017531975,"Epidermis"
2.07265,"BPC",0.017601983,"Epidermis"
2.077033333,"BPC",0.01705012,"Epidermis"
2.081416667,"BPC",0.018625792,"Epidermis"
2.0858,"BPC",0.017725317,"Epidermis"
2.090166667,"BPC",0.018517066,"Epidermis"
2.09495,"BPC",0.016826945,"Epidermis"
2.099333333,"BPC",0.017222201,"Epidermis"
2.1037,"BPC",0.016739608,"Epidermis"
2.108083333,"BPC",0.017889186,"Epidermis"
2.112466667,"BPC",0.017868432,"Epidermis"
2.11685,"BPC",0.018491553,"Epidermis"
2.121216667,"BPC",0.018219518,"Epidermis"
2.1256,"BPC",0.016507339,"Epidermis"
2.129983333,"BPC",0.017582125,"Epidermis"
2.134366667,"BPC",0.01773077,"Epidermis"
2.138733333,"BPC",0.017313614,"Epidermis"
2.143116667,"BPC",0.017446527,"Epidermis"
2.1475,"BPC",0.018053656,"Epidermis"
2.151883333,"BPC",0.018304913,"Epidermis"
2.15625,"BPC",0.017735764,"Epidermis"
2.160633333,"BPC",0.01757158,"Epidermis"
2.165016667,"BPC",0.016564592,"Epidermis"
2.1694,"BPC",0.017929902,"Epidermis"
2.173766667,"BPC",0.017894612,"Epidermis"
2.17855,"BPC",0.018225978,"Epidermis"
2.182933333,"BPC",0.017912776,"Epidermis"
2.187316667,"BPC",0.01855325,"Epidermis"
2.191683333,"BPC",0.017413062,"Epidermis"
2.196066667,"BPC",0.018048544,"Epidermis"
2.20045,"BPC",0.018263264,"Epidermis"
2.204833333,"BPC",0.017766783,"Epidermis"
2.2092,"BPC",0.017758755,"Epidermis"
2.213583333,"BPC",0.018154846,"Epidermis"
2.217966667,"BPC",0.017546953,"Epidermis"
2.22235,"BPC",0.017923525,"Epidermis"
2.226716667,"BPC",0.017474561,"Epidermis"
2.2311,"BPC",0.018158206,"Epidermis"
2.235483333,"BPC",0.019467458,"Epidermis"
2.239866667,"BPC",0.018032803,"Epidermis"
2.244233333,"BPC",0.018427246,"Epidermis"
2.248616667,"BPC",0.019028484,"Epidermis"
2.253,"BPC",0.018887331,"Epidermis"
2.257383333,"BPC",0.018595018,"Epidermis"
2.26215,"BPC",0.018259711,"Epidermis"
2.266533333,"BPC",0.01852074,"Epidermis"
2.2709,"BPC",0.018019994,"Epidermis"
2.275283333,"BPC",0.01877125,"Epidermis"
2.279666667,"BPC",0.017577065,"Epidermis"
2.28405,"BPC",0.01798788,"Epidermis"
2.288416667,"BPC",0.018058476,"Epidermis"
2.2928,"BPC",0.018612469,"Epidermis"
2.297183333,"BPC",0.017684069,"Epidermis"
2.301566667,"BPC",0.017480296,"Epidermis"
2.305933333,"BPC",0.01851447,"Epidermis"
2.310316667,"BPC",0.01939874,"Epidermis"
2.3147,"BPC",0.018889547,"Epidermis"
2.319083333,"BPC",0.019269343,"Epidermis"
2.32345,"BPC",0.018330796,"Epidermis"
2.327833333,"BPC",0.017992521,"Epidermis"
2.332216667,"BPC",0.019645022,"Epidermis"
2.3366,"BPC",0.01969581,"Epidermis"
2.340966667,"BPC",0.018976269,"Epidermis"
2.34575,"BPC",0.018195839,"Epidermis"
2.350116667,"BPC",0.018477839,"Epidermis"
2.3545,"BPC",0.01964714,"Epidermis"
2.358883333,"BPC",0.019046474,"Epidermis"
2.363266667,"BPC",0.018345055,"Epidermis"
2.367633333,"BPC",0.018843371,"Epidermis"
2.372016667,"BPC",0.018461193,"Epidermis"
2.3764,"BPC",0.018775623,"Epidermis"
2.380783333,"BPC",0.018758446,"Epidermis"
2.38515,"BPC",0.019497586,"Epidermis"
2.389533333,"BPC",0.01864464,"Epidermis"
2.393916667,"BPC",0.018917552,"Epidermis"
2.3983,"BPC",0.018474036,"Epidermis"
2.402666667,"BPC",0.018517591,"Epidermis"
2.40705,"BPC",0.019365634,"Epidermis"
2.411433333,"BPC",0.01962516,"Epidermis"
2.415816667,"BPC",0.018744264,"Epidermis"
2.420183333,"BPC",0.019931973,"Epidermis"
2.424566667,"BPC",0.018711458,"Epidermis"
2.42935,"BPC",0.019237799,"Epidermis"
2.433733333,"BPC",0.019072989,"Epidermis"
2.4381,"BPC",0.019652687,"Epidermis"
2.442483333,"BPC",0.018715659,"Epidermis"
2.446866667,"BPC",0.018305826,"Epidermis"
2.45125,"BPC",0.017748681999999998,"Epidermis"
2.455616667,"BPC",0.018194283,"Epidermis"
2.46,"BPC",0.019673749,"Epidermis"
2.464383333,"BPC",0.019709046,"Epidermis"
2.468766667,"BPC",0.019364622,"Epidermis"
2.473133333,"BPC",0.018990259,"Epidermis"
2.477516667,"BPC",0.018879466,"Epidermis"
2.4819,"BPC",0.019943758,"Epidermis"
2.486283333,"BPC",0.020176977,"Epidermis"
2.49065,"BPC",0.018252958,"Epidermis"
2.495033333,"BPC",0.019163627,"Epidermis"
2.499416667,"BPC",0.017882069,"Epidermis"
2.5038,"BPC",0.018694201,"Epidermis"
2.508166667,"BPC",0.019374586,"Epidermis"
2.51295,"BPC",0.01855369,"Epidermis"
2.517333333,"BPC",0.017893216,"Epidermis"
2.5217,"BPC",0.019637212,"Epidermis"
2.526083333,"BPC",0.020852625,"Epidermis"
2.530466667,"BPC",0.019762214,"Epidermis"
2.53485,"BPC",0.018971336,"Epidermis"
2.539216667,"BPC",0.019380309,"Epidermis"
2.5436,"BPC",0.018815089,"Epidermis"
2.547983333,"BPC",0.018806819,"Epidermis"
2.552366667,"BPC",0.018788166,"Epidermis"
2.556733333,"BPC",0.019012056,"Epidermis"
2.561116667,"BPC",0.020071358,"Epidermis"
2.5655,"BPC",0.018877515,"Epidermis"
2.569883333,"BPC",0.018658204,"Epidermis"
2.57425,"BPC",0.02032109,"Epidermis"
2.578633333,"BPC",0.019577888,"Epidermis"
2.583016667,"BPC",0.019671197,"Epidermis"
2.5874,"BPC",0.019231561,"Epidermis"
2.591766667,"BPC",0.019276951,"Epidermis"
2.59655,"BPC",0.019563229,"Epidermis"
2.600916667,"BPC",0.019066609,"Epidermis"
2.6053,"BPC",0.019282456,"Epidermis"
2.609683333,"BPC",0.020749728,"Epidermis"
2.614066667,"BPC",0.020309897,"Epidermis"
2.618433333,"BPC",0.018906382,"Epidermis"
2.622816667,"BPC",0.018665573,"Epidermis"
2.6272,"BPC",0.018926669,"Epidermis"
2.631583333,"BPC",0.019213483,"Epidermis"
2.63595,"BPC",0.020344933,"Epidermis"
2.640333333,"BPC",0.019740643,"Epidermis"
2.644716667,"BPC",0.019618442,"Epidermis"
2.6491,"BPC",0.019368001,"Epidermis"
2.653466667,"BPC",0.019445038,"Epidermis"
2.65785,"BPC",0.01947981,"Epidermis"
2.662233333,"BPC",0.019100683,"Epidermis"
2.666616667,"BPC",0.019969042,"Epidermis"
2.670983333,"BPC",0.019053181,"Epidermis"
2.675366667,"BPC",0.020200427,"Epidermis"
2.68015,"BPC",0.020178716,"Epidermis"
2.684516667,"BPC",0.020093275,"Epidermis"
2.6889,"BPC",0.020510109,"Epidermis"
2.693283333,"BPC",0.020124157,"Epidermis"
2.697666667,"BPC",0.020827014,"Epidermis"
2.702033333,"BPC",0.020491182,"Epidermis"
2.706416667,"BPC",0.019284177,"Epidermis"
2.7108,"BPC",0.020224222,"Epidermis"
2.715183333,"BPC",0.020252976,"Epidermis"
2.71955,"BPC",0.019505208,"Epidermis"
2.723933333,"BPC",0.020952376,"Epidermis"
2.728316667,"BPC",0.019739258,"Epidermis"
2.7327,"BPC",0.020502185,"Epidermis"
2.737066667,"BPC",0.019611089,"Epidermis"
2.74145,"BPC",0.021081528,"Epidermis"
2.745833333,"BPC",0.020880044,"Epidermis"
2.750216667,"BPC",0.020452985,"Epidermis"
2.754583333,"BPC",0.02388729,"Epidermis"
2.758966667,"BPC",0.026173718,"Epidermis"
2.76345,"BPC",0.025358733,"Epidermis"
2.767833333,"BPC",0.02250394,"Epidermis"
2.772216667,"BPC",0.019285937,"Epidermis"
2.7766,"BPC",0.020388372,"Epidermis"
2.780966667,"BPC",0.020114164,"Epidermis"
2.78535,"BPC",0.021613478,"Epidermis"
2.789733333,"BPC",0.020218134,"Epidermis"
2.794116667,"BPC",0.019309131,"Epidermis"
2.798483333,"BPC",0.019296702,"Epidermis"
2.802866667,"BPC",0.020395887,"Epidermis"
2.80725,"BPC",0.020813669,"Epidermis"
2.811633333,"BPC",0.020743307,"Epidermis"
2.816,"BPC",0.019998898,"Epidermis"
2.820383333,"BPC",0.019925921,"Epidermis"
2.824766667,"BPC",0.021565716,"Epidermis"
2.82915,"BPC",0.021191951,"Epidermis"
2.833516667,"BPC",0.021576643,"Epidermis"
2.8379,"BPC",0.020274083,"Epidermis"
2.842283333,"BPC",0.019135489,"Epidermis"
2.846783333,"BPC",0.021053446,"Epidermis"
2.851166667,"BPC",0.020227499,"Epidermis"
2.85555,"BPC",0.020123478,"Epidermis"
2.859933333,"BPC",0.020601106,"Epidermis"
2.8643,"BPC",0.020258591,"Epidermis"
2.868683333,"BPC",0.021427585,"Epidermis"
2.873066667,"BPC",0.019985661,"Epidermis"
2.87745,"BPC",0.02090688,"Epidermis"
2.881816667,"BPC",0.019866866,"Epidermis"
2.8862,"BPC",0.02110718,"Epidermis"
2.890583333,"BPC",0.021315274,"Epidermis"
2.894966667,"BPC",0.020015519,"Epidermis"
2.899333333,"BPC",0.020892453,"Epidermis"
2.903716667,"BPC",0.022467576,"Epidermis"
2.9081,"BPC",0.020818163,"Epidermis"
2.912483333,"BPC",0.021452804,"Epidermis"
2.91685,"BPC",0.02014317,"Epidermis"
2.921233333,"BPC",0.021177285,"Epidermis"
2.925616667,"BPC",0.021549197,"Epidermis"
2.930266667,"BPC",0.0205274,"Epidermis"
2.934633333,"BPC",0.020639083,"Epidermis"
2.939016667,"BPC",0.02085431,"Epidermis"
2.9434,"BPC",0.020687336,"Epidermis"
2.947783333,"BPC",0.019562888,"Epidermis"
2.95215,"BPC",0.032810729,"Epidermis"
2.956533333,"BPC",0.052243371,"Epidermis"
2.960916667,"BPC",0.074483623,"Epidermis"
2.9653,"BPC",0.086787946,"Epidermis"
2.969666667,"BPC",0.09116958,"Epidermis"
2.97405,"BPC",0.090089823,"Epidermis"
2.978433333,"BPC",0.087374625,"Epidermis"
2.982816667,"BPC",0.0713594,"Epidermis"
2.987183333,"BPC",0.061328248,"Epidermis"
2.991566667,"BPC",0.049089809,"Epidermis"
2.99595,"BPC",0.035722894,"Epidermis"
3.000333333,"BPC",0.0253051,"Epidermis"
3.0047,"BPC",0.03842889,"Epidermis"
3.009083333,"BPC",0.050585808,"Epidermis"
3.013466667,"BPC",0.06401115,"Epidermis"
3.01785,"BPC",0.073184344,"Epidermis"
3.022216667,"BPC",0.074344584,"Epidermis"
3.0266,"BPC",0.072297226,"Epidermis"
3.030983333,"BPC",0.065105763,"Epidermis"
3.035366667,"BPC",0.058346246,"Epidermis"
3.039733333,"BPC",0.047179647,"Epidermis"
3.044116667,"BPC",0.039624264,"Epidermis"
3.0485,"BPC",0.032632292,"Epidermis"
3.052883333,"BPC",0.026179394,"Epidermis"
3.05725,"BPC",0.021251174,"Epidermis"
3.061633333,"BPC",0.020553588,"Epidermis"
3.066016667,"BPC",0.020737628,"Epidermis"
3.0704,"BPC",0.021647668,"Epidermis"
3.074766667,"BPC",0.020135923,"Epidermis"
3.07915,"BPC",0.020424747,"Epidermis"
3.083533333,"BPC",0.021073656,"Epidermis"
3.087916667,"BPC",0.02124753,"Epidermis"
3.092283333,"BPC",0.020168535,"Epidermis"
3.097066667,"BPC",0.020265918,"Epidermis"
3.10145,"BPC",0.020857481,"Epidermis"
3.105816667,"BPC",0.022487421,"Epidermis"
3.1102,"BPC",0.020678567,"Epidermis"
3.114583333,"BPC",0.021969561,"Epidermis"
3.118966667,"BPC",0.021785112,"Epidermis"
3.123333333,"BPC",0.02045389,"Epidermis"
3.127716667,"BPC",0.021225679,"Epidermis"
3.1321,"BPC",0.020973882,"Epidermis"
3.136483333,"BPC",0.022090058,"Epidermis"
3.14085,"BPC",0.021821938,"Epidermis"
3.145233333,"BPC",0.023036416,"Epidermis"
3.149616667,"BPC",0.020975235,"Epidermis"
3.154,"BPC",0.021726063,"Epidermis"
3.158366667,"BPC",0.023485864,"Epidermis"
3.16275,"BPC",0.022720958,"Epidermis"
3.167133333,"BPC",0.021089313,"Epidermis"
3.171516667,"BPC",0.020895516,"Epidermis"
3.175883333,"BPC",0.020375958,"Epidermis"
3.1805,"BPC",0.022173068,"Epidermis"
3.184883333,"BPC",0.021186159,"Epidermis"
3.189266667,"BPC",0.021010841,"Epidermis"
3.19365,"BPC",0.021723058,"Epidermis"
3.198016667,"BPC",0.028039235,"Epidermis"
3.2024,"BPC",0.037600232,"Epidermis"
3.206783333,"BPC",0.087089863,"Epidermis"
3.211166667,"BPC",0.165927888,"Epidermis"
3.215533333,"BPC",0.255907819,"Epidermis"
3.219916667,"BPC",0.28301412,"Epidermis"
3.2243,"BPC",0.33835506,"Epidermis"
3.228683333,"BPC",0.286012838,"Epidermis"
3.23305,"BPC",0.261262825,"Epidermis"
3.237433333,"BPC",0.242602978,"Epidermis"
3.241816667,"BPC",0.189820043,"Epidermis"
3.2462,"BPC",0.156020455,"Epidermis"
3.250566667,"BPC",0.124208576,"Epidermis"
3.25495,"BPC",0.079029386,"Epidermis"
3.259333333,"BPC",0.058576251,"Epidermis"
3.263716667,"BPC",0.043631602,"Epidermis"
3.268083333,"BPC",0.027572813,"Epidermis"
3.272466667,"BPC",0.022106143,"Epidermis"
3.27685,"BPC",0.021933969,"Epidermis"
3.281233333,"BPC",0.02190134,"Epidermis"
3.2856,"BPC",0.021476912,"Epidermis"
3.289983333,"BPC",0.021790281,"Epidermis"
3.294366667,"BPC",0.02234011,"Epidermis"
3.29875,"BPC",0.022056337,"Epidermis"
3.303116667,"BPC",0.023173957,"Epidermis"
3.3075,"BPC",0.02222377,"Epidermis"
3.311883333,"BPC",0.021602381,"Epidermis"
3.316266667,"BPC",0.022707562,"Epidermis"
3.320633333,"BPC",0.022004978,"Epidermis"
3.325016667,"BPC",0.022899472,"Epidermis"
3.3294,"BPC",0.021685281,"Epidermis"
3.333783333,"BPC",0.021341671,"Epidermis"
3.33815,"BPC",0.020997397,"Epidermis"
3.342533333,"BPC",0.022949308,"Epidermis"
3.3473,"BPC",0.021748808,"Epidermis"
3.351683333,"BPC",0.021444927,"Epidermis"
3.356066667,"BPC",0.022048754,"Epidermis"
3.36045,"BPC",0.021141917,"Epidermis"
3.364816667,"BPC",0.022046772,"Epidermis"
3.3692,"BPC",0.020630326,"Epidermis"
3.373583333,"BPC",0.023001268,"Epidermis"
3.377966667,"BPC",0.021729118,"Epidermis"
3.382333333,"BPC",0.022551418,"Epidermis"
3.386716667,"BPC",0.021831849,"Epidermis"
3.3911,"BPC",0.021497981,"Epidermis"
3.395483333,"BPC",0.02191267,"Epidermis"
3.39985,"BPC",0.021910901,"Epidermis"
3.404233333,"BPC",0.021395921,"Epidermis"
3.408616667,"BPC",0.022365923,"Epidermis"
3.413,"BPC",0.022711602,"Epidermis"
3.417366667,"BPC",0.02302868,"Epidermis"
3.42175,"BPC",0.022082039,"Epidermis"
3.426133333,"BPC",0.021338684,"Epidermis"
3.4309,"BPC",0.021922216,"Epidermis"
3.435283333,"BPC",0.023390039,"Epidermis"
3.439666667,"BPC",0.021381037,"Epidermis"
3.44405,"BPC",0.024235761,"Epidermis"
3.448416667,"BPC",0.023308264,"Epidermis"
3.4528,"BPC",0.024095967,"Epidermis"
3.457183333,"BPC",0.023166481,"Epidermis"
3.461566667,"BPC",0.02257958,"Epidermis"
3.465933333,"BPC",0.023488544,"Epidermis"
3.470316667,"BPC",0.022863998,"Epidermis"
3.4747,"BPC",0.021353087,"Epidermis"
3.479083333,"BPC",0.022397419,"Epidermis"
3.48345,"BPC",0.022903952,"Epidermis"
3.487833333,"BPC",0.022494143,"Epidermis"
3.492216667,"BPC",0.021232114,"Epidermis"
3.4966,"BPC",0.021853457,"Epidermis"
3.500966667,"BPC",0.023832143,"Epidermis"
3.50535,"BPC",0.02216315,"Epidermis"
3.509733333,"BPC",0.022491235,"Epidermis"
3.514433333,"BPC",0.023095152,"Epidermis"
3.518816667,"BPC",0.022720669,"Epidermis"
3.523183333,"BPC",0.026922947,"Epidermis"
3.527566667,"BPC",0.033007646,"Epidermis"
3.53195,"BPC",0.034570018,"Epidermis"
3.536333333,"BPC",0.029522703,"Epidermis"
3.5407,"BPC",0.028066407,"Epidermis"
3.545083333,"BPC",0.024314608,"Epidermis"
3.549466667,"BPC",0.021406261,"Epidermis"
3.55385,"BPC",0.022114724,"Epidermis"
3.558216667,"BPC",0.022211731,"Epidermis"
3.5626,"BPC",0.022579079,"Epidermis"
3.566983333,"BPC",0.022258975,"Epidermis"
3.571366667,"BPC",0.022764131,"Epidermis"
3.575733333,"BPC",0.023490358,"Epidermis"
3.580116667,"BPC",0.022281261,"Epidermis"
3.5845,"BPC",0.021566006,"Epidermis"
3.588883333,"BPC",0.021870706,"Epidermis"
3.59325,"BPC",0.023065241,"Epidermis"
3.598016667,"BPC",0.022743507,"Epidermis"
3.6024,"BPC",0.02533933,"Epidermis"
3.606783333,"BPC",0.023363452,"Epidermis"
3.61115,"BPC",0.02089511,"Epidermis"
3.615533333,"BPC",0.02284557,"Epidermis"
3.619916667,"BPC",0.021981772,"Epidermis"
3.6243,"BPC",0.022757066,"Epidermis"
3.628666667,"BPC",0.021760105,"Epidermis"
3.63305,"BPC",0.022721847,"Epidermis"
3.637433333,"BPC",0.021933802,"Epidermis"
3.641816667,"BPC",0.022432911,"Epidermis"
3.646183333,"BPC",0.023046397,"Epidermis"
3.650566667,"BPC",0.023018399,"Epidermis"
3.65495,"BPC",0.024540775,"Epidermis"
3.659333333,"BPC",0.023460551,"Epidermis"
3.6637,"BPC",0.022923471,"Epidermis"
3.668083333,"BPC",0.023420069,"Epidermis"
3.672466667,"BPC",0.021813725,"Epidermis"
3.677,"BPC",0.024301387,"Epidermis"
3.681383333,"BPC",0.022776781,"Epidermis"
3.685766667,"BPC",0.02418192,"Epidermis"
3.690133333,"BPC",0.024215805,"Epidermis"
3.694516667,"BPC",0.026914952,"Epidermis"
3.6989,"BPC",0.029679181,"Epidermis"
3.703283333,"BPC",0.030511426,"Epidermis"
3.70765,"BPC",0.031583984,"Epidermis"
3.712033333,"BPC",0.031783008,"Epidermis"
3.716416667,"BPC",0.034479198,"Epidermis"
3.7208,"BPC",0.034841643,"Epidermis"
3.725166667,"BPC",0.03530686,"Epidermis"
3.72955,"BPC",0.036590494,"Epidermis"
3.733933333,"BPC",0.035869886,"Epidermis"
3.738316667,"BPC",0.034349847,"Epidermis"
3.742683333,"BPC",0.032542626,"Epidermis"
3.747066667,"BPC",0.031833873,"Epidermis"
3.75145,"BPC",0.029673733,"Epidermis"
3.755833333,"BPC",0.025581812,"Epidermis"
3.760283333,"BPC",0.024452311,"Epidermis"
3.76465,"BPC",0.024902477,"Epidermis"
3.769033333,"BPC",0.022732033,"Epidermis"
3.773416667,"BPC",0.022966902,"Epidermis"
3.7778,"BPC",0.024122116,"Epidermis"
3.782166667,"BPC",0.021960671,"Epidermis"
3.78655,"BPC",0.022399027,"Epidermis"
3.790933333,"BPC",0.023123196,"Epidermis"
3.795316667,"BPC",0.023457384,"Epidermis"
3.799683333,"BPC",0.023110287,"Epidermis"
3.804066667,"BPC",0.023620082,"Epidermis"
3.80845,"BPC",0.023649276,"Epidermis"
3.812833333,"BPC",0.023995356,"Epidermis"
3.8172,"BPC",0.024948099,"Epidermis"
3.821583333,"BPC",0.023441793,"Epidermis"
3.825966667,"BPC",0.022752747,"Epidermis"
3.83035,"BPC",0.022818445,"Epidermis"
3.834716667,"BPC",0.022872013,"Epidermis"
3.8391,"BPC",0.023740282,"Epidermis"
3.843633333,"BPC",0.040383432,"Epidermis"
3.848,"BPC",0.066735283,"Epidermis"
3.852383333,"BPC",0.102845208,"Epidermis"
3.856766667,"BPC",0.12297731,"Epidermis"
3.86115,"BPC",0.167293208,"Epidermis"
3.865516667,"BPC",0.194166868,"Epidermis"
3.8699,"BPC",0.219540942,"Epidermis"
3.874283333,"BPC",0.241285381,"Epidermis"
3.878666667,"BPC",0.234345041,"Epidermis"
3.883033333,"BPC",0.228467304,"Epidermis"
3.887416667,"BPC",0.189389472,"Epidermis"
3.8918,"BPC",0.166569489,"Epidermis"
3.896183333,"BPC",0.136688869,"Epidermis"
3.90055,"BPC",0.110191215,"Epidermis"
3.904933333,"BPC",0.083534062,"Epidermis"
3.909316667,"BPC",0.071066053,"Epidermis"
3.9137,"BPC",0.052251394,"Epidermis"
3.918066667,"BPC",0.04485809,"Epidermis"
3.92245,"BPC",0.036172449,"Epidermis"
3.926833333,"BPC",0.029171864,"Epidermis"
3.931216667,"BPC",0.025483695,"Epidermis"
3.935583333,"BPC",0.023981395,"Epidermis"
3.939966667,"BPC",0.023568434,"Epidermis"
3.94435,"BPC",0.024533383,"Epidermis"
3.948733333,"BPC",0.022785557,"Epidermis"
3.9531,"BPC",0.025641726,"Epidermis"
3.957483333,"BPC",0.033095513,"Epidermis"
3.961866667,"BPC",0.059585964,"Epidermis"
3.96625,"BPC",0.092484221,"Epidermis"
3.970616667,"BPC",0.153604689,"Epidermis"
3.975,"BPC",0.226709394,"Epidermis"
3.979383333,"BPC",0.285988156,"Epidermis"
3.983766667,"BPC",0.311656562,"Epidermis"
3.988133333,"BPC",0.311543376,"Epidermis"
3.992516667,"BPC",0.32836878,"Epidermis"
3.9969,"BPC",0.304239828,"Epidermis"
4.001283333,"BPC",0.258586465,"Epidermis"
4.00565,"BPC",0.206834608,"Epidermis"
4.010033333,"BPC",0.150718471,"Epidermis"
4.014416667,"BPC",0.119301418,"Epidermis"
4.0188,"BPC",0.087245071,"Epidermis"
4.023166667,"BPC",0.064129806,"Epidermis"
4.02755,"BPC",0.046925538,"Epidermis"
4.031933333,"BPC",0.03174351,"Epidermis"
4.036316667,"BPC",0.025037832,"Epidermis"
4.040683333,"BPC",0.025021952,"Epidermis"
4.045066667,"BPC",0.022964167,"Epidermis"
4.04945,"BPC",0.023664264,"Epidermis"
4.053816667,"BPC",0.024130472,"Epidermis"
4.0582,"BPC",0.024682197,"Epidermis"
4.062583333,"BPC",0.024694428,"Epidermis"
4.066966667,"BPC",0.024591616,"Epidermis"
4.07135,"BPC",0.024565552,"Epidermis"
4.075716667,"BPC",0.026033943,"Epidermis"
4.0801,"BPC",0.023759962,"Epidermis"
4.084483333,"BPC",0.02365324,"Epidermis"
4.08885,"BPC",0.02469772,"Epidermis"
4.093233333,"BPC",0.023754902,"Epidermis"
4.097616667,"BPC",0.022793124,"Epidermis"
4.102,"BPC",0.024359795,"Epidermis"
4.106366667,"BPC",0.023901736,"Epidermis"
4.11075,"BPC",0.023743814,"Epidermis"
4.115133333,"BPC",0.023476517,"Epidermis"
4.119516667,"BPC",0.024128506,"Epidermis"
4.123883333,"BPC",0.024792368,"Epidermis"
4.128266667,"BPC",0.023845613,"Epidermis"
4.13265,"BPC",0.028623217,"Epidermis"
4.137033333,"BPC",0.036097463,"Epidermis"
4.141416667,"BPC",0.039542229,"Epidermis"
4.145783333,"BPC",0.041464057,"Epidermis"
4.150166667,"BPC",0.038520674,"Epidermis"
4.15455,"BPC",0.036852688,"Epidermis"
4.158933333,"BPC",0.031556845,"Epidermis"
4.1633,"BPC",0.025985293,"Epidermis"
4.167683333,"BPC",0.024451695,"Epidermis"
4.172066667,"BPC",0.025106877,"Epidermis"
4.17645,"BPC",0.024343542,"Epidermis"
4.180816667,"BPC",0.026395454,"Epidermis"
4.1852,"BPC",0.02458023,"Epidermis"
4.189583333,"BPC",0.024341139,"Epidermis"
4.193966667,"BPC",0.02430381,"Epidermis"
4.198333333,"BPC",0.023652501,"Epidermis"
4.202716667,"BPC",0.024826049,"Epidermis"
4.2071,"BPC",0.024552311,"Epidermis"
4.211466667,"BPC",0.02477692,"Epidermis"
4.21585,"BPC",0.024439243,"Epidermis"
4.220233333,"BPC",0.025222093,"Epidermis"
4.224616667,"BPC",0.024398742,"Epidermis"
4.229,"BPC",0.024998573,"Epidermis"
4.233366667,"BPC",0.025046213,"Epidermis"
4.23775,"BPC",0.023497804,"Epidermis"
